,Unnamed: 0,title,price,link_item,index,discount,sales,brand,category,revenue
203,203,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,5200000,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p272392928.html?spid=272392932,,,1.0,,smartphone,5200000.0
204,204,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng,6466000,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p272273680.html?spid=273364804,,,,,smartphone,
205,205,Điện Thoại Samsung Galaxy M14 5G (4GB/64GB) - Hàng Chính Hãng,12000000,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-64gb-hang-chinh-hang-p253443788.html?spid=253443792,,,,,smartphone,
206,206,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,12980000,https://tiki.vn/dien-thoai-samsung-galaxy-a24-6gb-128gb-hang-chinh-hang-p262660017.html?spid=262660021,,,,,smartphone,
207,207,Điện Thoại Samsung A04s 4GB/64GB - Hàng Chính Hãng,5678000,https://tiki.vn/dien-thoai-samsung-a04s-4gb-64gb-hang-chinh-hang-p197966909.html?spid=197966913,,,79.0,,smartphone,448562000.0
208,208,Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Đen - Hàng Chính Hãng (chỉ giao HN và một số khu vực),4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3g-32g-sm-a045f-den-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p207268158.html?spid=225919266,,,,,smartphone,
209,209,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/512GB) - Hàng chính hãng,84000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold4-5g-12gb-512gb-hang-chinh-hang-p196197861.html?spid=208497346,,,,,smartphone,
210,210,Điện thoại Samsung Galaxy Z Fold 4 5G 256GB Kem - Hàng chính hãng,76000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-5g-256gb-kem-hang-chinh-hang-p193206432.html?spid=212606790,,,,,smartphone,
211,211,Điện Thoại Samsung A04e 3GB/32GB - Hàng Chính Hãng,4120000,https://tiki.vn/dien-thoai-samsung-a04e-3gb-32gb-hang-chinh-hang-p242771940.html?spid=242771950,,,,,smartphone,
212,212,Điện thoại Samsung Galaxy A04 (3GB / 32GB) - Hàng chính hãng - Mới 100% Nguyên Seal - Pin Khủng 5000 mAh - Bảo Hành 12 Tháng,4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-moi-100-nguyen-seal-pin-khung-5000-mah-bao-hanh-12-thang-p213931247.html?spid=216738422,,,,,smartphone,
213,213,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,5578000,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-p272238679.html?spid=272238681,,,2.0,,smartphone,11156000.0
214,214,Điện Thoại Samsung M14 5G 6GB/128GB - Hàng Chính Hãng,10584000,https://tiki.vn/dien-thoai-samsung-m14-5g-6gb-128gb-hang-chinh-hang-p253395356.html?spid=253425512,,,,,smartphone,
215,215,Điện Thoại Samsung Galaxy A54 5G - Hàng Chính Hãng,18240000,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-hang-chinh-hang-p262516933.html?spid=262516951,,,,,smartphone,
216,216,Điện thoại Samsung Galaxy S23 Plus 5G (8GB/512GB),56382000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-5g-8gb-512gb-hang-chinh-hang-p216174672.html?spid=217089537,,,,,smartphone,
217,217,Điện thoại Samsung Galaxy S23 Plus 8GB/256GB Tím - Hàng chính hãng,32000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-8gb-256gb-tim-hang-chinh-hang-p225243333.html?spid=225961869,,,,,smartphone,
218,218,Điện thoại Samsung Galaxy S23 Ultra 512GB - Hàng chính hãng,73980000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-512gb-hang-chinh-hang-p242712931.html?spid=242712939,,,,,smartphone,
219,219,Điện thoại Samsung Galaxy Z Flip5 (8GB/512GB) - Hàng chính hãng,35278000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip5-8gb-512gb-hang-chinh-hang-p271134741.html?spid=271134747,,,,,smartphone,
220,220,Điện Thoại Samsung Galaxy Z Fold 4 (12GB/256GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,76000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-12gb-256gb-da-kich-hoat-dien-tu-hang-chinh-hang-p195977553.html?spid=216984326,,,1.0,,smartphone,76000000.0
221,221,Điện thoại Samsung Galaxy A05 (4GB/128GB)- Helio G85 - Sạc nhanh 25W - Hàng chính hãng,5192000,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-hang-chinh-hang-p273438458.html?spid=273438460,,,,,smartphone,
222,222,Điện thoại Samsung Galaxy A24 (6GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,12168000,https://tiki.vn/dien-thoai-samsung-galaxy-a24-6gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p262589811.html?spid=270541807,,,,,smartphone,
223,223,Điện Thoại Samsung Galaxy A24 (8GB/128GB) - Hàng Chính Hãng,12168000,https://tiki.vn/dien-thoai-samsung-galaxy-a24-8gb-128gb-hang-chinh-hang-p270544863.html?spid=270636866,,,,,smartphone,
224,224,Điện Thoại Samsung A14 5G 4GB/128GB - Hàng Chính Hãng,10000000,https://tiki.vn/dien-thoai-samsung-a14-5g-4gb-128gb-hang-chinh-hang-p215617756.html?spid=215772279,,,,,smartphone,
225,225,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng,6898000,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p272241346.html?spid=272241350,,-14%,,,smartphone,
226,226,Điện Thoại Samsung Galaxy A05s (4GB/128GB) - Hàng Chính Hãng,7960000,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p273029857.html?spid=273550765,,-19%,,,smartphone,
227,227,Điện Thoại Samsung Galaxy S23 Ultra 5G - Hàng Chính Hãng,60000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-hang-chinh-hang-p225961272.html?spid=225961274,,-29%,,,smartphone,
228,228,Điện Thoại Samsung Galaxy M14 5G (6GB/128GB) - Hàng Chính Hãng,10584000,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-6gb-128gb-hang-chinh-hang-p253443951.html?spid=253443957,,-27%,,,smartphone,
229,229,Điện thoại Samsung A33 5G 6GB/128GB Trắng - Hàng Chính Hãng,14000000,https://tiki.vn/dien-thoai-samsung-a33-5g-6gb-128gb-trang-hang-chinh-hang-p188834734.html?spid=196285515,,-29%,,,smartphone,
230,230,Điện Thoại Samsung Galaxy Z Fold 4 - Hàng Chính Hãng,77062000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-hang-chinh-hang-p197605784.html?spid=252533900,,,,,smartphone,
231,231,Điện Thoại Samsung Galaxy M14 5G (4GB/128GB) - Hàng Chính Hãng,8424000,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-4gb-128gb-hang-chinh-hang-p253443894.html?spid=253443902,,,1.0,,smartphone,8424000.0
232,232,Điện thoại Samsung Galaxy S23 Ultra 12GB/1TB Tím - Hàng chính hãng,84000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-12gb-1tb-tim-hang-chinh-hang-p225235791.html?spid=225961883,,,,,smartphone,
233,233,Điện thoại Samsung Galaxy A24 - Hàng chính hãng,11616000,https://tiki.vn/dien-thoai-samsung-galaxy-a24-hang-chinh-hang-p267178005.html?spid=270541823,,,,,smartphone,
234,234,Điện Thoại Samsung Galaxy S23 (8GB/128GB) - Hàng Chính Hãng,45980000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-8gb-128gb-hang-chinh-hang-p248880498.html?spid=248880506,,,1.0,,smartphone,45980000.0
235,235,Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng,22980000,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-256gb-hang-chinh-hang-p248911602.html?spid=248911604,,,,,smartphone,
236,236,Điện thoại Samsung Galaxy S23 Plus 8GB/256GB Đen - Hàng chính hãng,50000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-8gb-256gb-den-hang-chinh-hang-p225246744.html?spid=225961875,,,,,smartphone,
237,237,Điện thoại Samsung Galaxy A04 (3GB/32GB) - Hàng chính hãng,4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-p201631518.html?spid=203982961,,,4.0,,smartphone,19200000.0
238,238,"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng",6502000,https://tiki.vn/dien-thoai-samsung-a05s-4gb-128gb-snapdragon-680-sac-nhanh-25w-hang-chinh-hang-p273438724.html?spid=273438726,,,,,smartphone,
239,239,Điện Thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng,20980000,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-128gb-hang-chinh-hang-p248911447.html?spid=248911449,,,,,smartphone,
240,240,Điện thoại Samsung Galaxy S23 Ultra 5G 12GB/512GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,66000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-5g-12gb-512gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p225267444.html?spid=225961862,,,,,smartphone,
241,241,Điện thoại Samsung Galaxy A14 5G A146P (4+128G) Đen - Hàng Chính Hãng (chỉ giao HN và một số khu vực),10160000,https://tiki.vn/dien-thoai-samsung-galaxy-a14-5g-a146p-4-128g-den-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p219397711.html?spid=222661019,,,,,smartphone,
242,242,Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng,14798000,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-128gb-hang-chinh-hang-p248886140.html?spid=248886144,,,,,smartphone,
243,243,Điện thoại Samsung Galaxy Z Flip 4 5G 128GB Tím - Hàng chính hãng,45102000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip-4-5g-128gb-tim-hang-chinh-hang-p193207892.html?spid=213541889,,,,,smartphone,
244,244,Điện thoại Samsung Galaxy A14 LTE (4GB/128GB) - Hàng chính hãng,7344000,https://tiki.vn/dien-thoai-samsung-galaxy-a14-lte-4gb-128gb-hang-chinh-hang-p245770806.html?spid=248792315,,,,,smartphone,
245,245,Điện thoại Samsung Galaxy Z Fold 4 5G 256GB Đen - Hàng chính hãng,77062000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-5g-256gb-den-hang-chinh-hang-p193206657.html?spid=205113342,,,,,smartphone,
246,246,Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,16780000,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p252392905.html?spid=252392909,,,4.0,,smartphone,67120000.0
247,247,Điện Thoại Samsung Galaxy S23 5G - Hàng Chính Hãng,33350000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-5g-hang-chinh-hang-p225959581.html?spid=225959598,,,,,smartphone,
248,248,Điện Thoại Samsung Galaxy Z Flip 4 - Hàng Chính Hãng,40500000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip-4-hang-chinh-hang-p197605015.html?spid=213541898,,,,,smartphone,
249,249,Điện thoại Samsung A33 5G 6GB/128GB Đen - Hàng Chính Hãng,13600000,https://tiki.vn/dien-thoai-samsung-a33-5g-6gb-128gb-den-hang-chinh-hang-p188833923.html?spid=196285822,,,,,smartphone,
250,250,Điện Thoại Samsung Galaxy A04 (3GB/32GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p212040689.html?spid=216738430,,,,,smartphone,
251,251,Điện thoại Samsung Galaxy A04s (4GB/64GB) - Hàng chính hãng,7980000,https://tiki.vn/dien-thoai-samsung-galaxy-a04s-4gb-64gb-hang-chinh-hang-p198858451.html?spid=198858461,,,11.0,,smartphone,87780000.0
252,252,Điện thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng,10000000,https://tiki.vn/dien-thoai-samsung-galaxy-a14-5g-4gb-128gb-hang-chinh-hang-p216934468.html?spid=216974428,,,1.0,,smartphone,10000000.0
253,253,Điện Thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng Chính hãng,10380000,https://tiki.vn/dien-thoai-samsung-galaxy-a14-5g-4gb-128gb-hang-chinh-hang-p215543460.html?spid=215543466,,,1.0,,smartphone,10380000.0
254,254,Điện thoại Samsung Galaxy Z Flip4 5G - Hàng chính hãng,40500000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip4-5g-hang-chinh-hang-p194961039.html?spid=207924034,,,,,smartphone,
255,255,Điện thoại Samsung Galaxy A33 5G (8/128GB) - Hàng chính hãng,17000000,https://tiki.vn/dien-thoai-samsung-galaxy-a33-5g-8-128gb-chinh-hang-p181699058.html?spid=196285153,,,,,smartphone,
256,256,Điện thoại Samsung S22 Plus 8GB/256GB Đen - Hàng Chính Hãng,50050000,https://tiki.vn/dien-thoai-samsung-s22-plus-8gb-256gb-den-hang-chinh-hang-p188127351.html?spid=208497058,,,,,smartphone,
257,257,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng,17250000,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-hang-chinh-hang-p68693081.html?spid=196284533,,,1.0,,smartphone,17250000.0
258,258,Điện thoại Samsung Galaxy S23 Ultra 1TB - Hàng chính hãng,89980000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-1tb-hang-chinh-hang-p244182370.html?spid=244182380,,,,,smartphone,
259,259,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/128GB) - Hàng Chính Hãng,49824000,https://tiki.vn/dien-thoai-samsung-galaxy-s22-plus-5g-8gb-128gb-hang-chinh-hang-p174598949.html?spid=196284892,,,,,smartphone,
260,260,Điện thoại Samsung Galaxy A04s (4GB/64GB) - Hàng chính hãng,5700000,https://tiki.vn/dien-thoai-samsung-galaxy-a04s-4gb-64gb-hang-chinh-hang-p197670818.html?spid=225211081,,,7.0,,smartphone,39900000.0
261,261,Điện thoại Samsung Galaxy Z Fold 4 (12GB/256GB) - Hàng chính hãng,76000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-12gb-256gb-hang-chinh-hang-p194041787.html?spid=196284598,,,,,smartphone,
262,262,Điện thoại Samsung Galaxy S23 Ultra (8GB/256GB) - Hàng chính hãng,60000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-8gb-256gb-hang-chinh-hang-p225910655.html?spid=225961847,,,,,smartphone,
263,263,Điện thoại Samsung Galaxy A03s (3GB/32GB) - Hàng chính hãng,5980000,https://tiki.vn/dien-thoai-samsung-galaxy-a03s-3gb-32gb-hang-chinh-hang-p217559440.html?spid=217559444,,,,,smartphone,
264,264,Điện thoại Samsung Galaxy S23 5G 8GB/256GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,36250000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-5g-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p230008424.html?spid=249347608,,,,,smartphone,
265,265,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng chính hãng,81980000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold4-5g-12gb-256gb-hang-chinh-hang-p196197701.html?spid=196197705,,-14%,,,smartphone,
266,266,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Xanh - Hàng chính hãng,14580000,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-xanh-hang-chinh-hang-p249178196.html?spid=249178197,,,,,smartphone,
267,267,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/256GB) - Hàng Chính Hãng,47800000,https://tiki.vn/dien-thoai-samsung-galaxy-s22-plus-5g-8gb-256gb-hang-chinh-hang-p174599533.html?spid=196285305,,,,,smartphone,
268,268,Điện thoại Samsung Galaxy A04 (3GB/32GB) - Hàng chính hãng,4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-hang-chinh-hang-p204066551.html?spid=207923567,,,,,smartphone,
269,269,Điện thoại Samsung Galaxy A05s 4GB/128GB- Hàng Chính hãng,7960000,https://tiki.vn/dien-thoai-samsung-galaxy-a05s-4gb-128gb-hang-chinh-hang-p273186334.html?spid=273550703,,,,,smartphone,
270,270,Điện thoại Samsung Galaxy Z Flip 4 5G 256GB Vàng - Hàng chính hãng,41830000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip-4-5g-256gb-vang-hang-chinh-hang-p193209870.html?spid=212607462,,,,,smartphone,
271,271,Điện Thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,77062000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold4-5g-12gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p221230394.html?spid=252536595,,,,,smartphone,
272,272,Điện thoại Samsung Galaxy Z Fold 4 5G 256GB Xám - Hàng chính hãng,76000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-5g-256gb-xam-hang-chinh-hang-p193206340.html?spid=205113327,,,,,smartphone,
273,273,Điện thoại Samsung Galaxy S22 Plus 5G (8GB/256GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,46000000,https://tiki.vn/dien-thoai-samsung-galaxy-s22-plus-5g-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p168062573.html?spid=216715241,,,,,smartphone,
274,274,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Bạc - Hàng chính hãng,14328000,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-bac-hang-chinh-hang-p249168949.html?spid=262512879,,,,,smartphone,
275,275,Điện thoại Samsung Galaxy Z Fold 4 (12GB/512GB) - Hàng chính hãng,84000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-12gb-512gb-hang-chinh-hang-p194041977.html?spid=196284828,,,,,smartphone,
276,276,Điện Thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,10000000,https://tiki.vn/dien-thoai-samsung-galaxy-a14-5g-4gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p248655651.html?spid=249347112,,,1.0,,smartphone,10000000.0
277,277,Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Đen - Hàng chính hãng,60142000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-8gb-256gb-den-hang-chinh-hang-p225231572.html?spid=249347787,,,,,smartphone,
278,278,Samsung Galaxy A34 5G A346E (8+128G) Silver Bạc - Hàng Chính Hãng (chỉ giao HN và một số khu vực),14328000,https://tiki.vn/samsung-galaxy-a34-5g-a346e-8-128g-silver-bac-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p251448280.html?spid=262512887,,,,,smartphone,
279,279,Điện Thoại Samsung Galaxy A33 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,17980000,https://tiki.vn/dien-thoai-samsung-galaxy-a33-5g-8gb-128gb-da-kich-hoat-dien-tu-hang-chinh-hang-p181517965.html?spid=181517967,,,,,smartphone,
280,280,Điện thoại Samsung Galaxy A33 A336E 5G Orange (DM) - Hàng Chính Hãng,14000000,https://tiki.vn/dien-thoai-samsung-galaxy-a33-a336e-5g-orange-dm-hang-chinh-hang-p191689653.html?spid=207923868,,,,,smartphone,
281,281,Điện thoại Samsung Galaxy A33 5G (6GB/128GB) - Hàng chính hãng,14000000,https://tiki.vn/dien-thoai-samsung-galaxy-a33-5g-6gb-128gb-hang-chinh-hang-p175147005.html?spid=196284849,,,,,smartphone,
282,282,Điện thoại Samsung Galaxy S23 Plus 8GB/512GB Tím - Hàng chính hãng,56000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-8gb-512gb-tim-hang-chinh-hang-p225243804.html?spid=225961865,,,,,smartphone,
283,283,Điện thoại Samsung Galaxy A04s (4GB/64BG) - Hàng chính hãng,7980000,https://tiki.vn/dien-thoai-samsung-galaxy-a04s-4gb-64bg-hang-chinh-hang-p244355503.html?spid=244355505,,,,,smartphone,
284,284,Điện Thoại Samsung Galaxy A04e - Hàng Chính Hãng,4680000,https://tiki.vn/dien-thoai-samsung-galaxy-a04e-hang-chinh-hang-p272200109.html?spid=272200117,,,,,smartphone,
285,285,Điện thoại Samsung Galaxy Z Fold 4 5G 512GB Kem - Hàng chính hãng,84000000,https://tiki.vn/dien-thoai-samsung-galaxy-z-fold-4-5g-512gb-kem-hang-chinh-hang-p193207281.html?spid=213541903,,,,,smartphone,
286,286,Điện thoại Samsung Galaxy A04 32GB - Hàng chính hãng,4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-32gb-hang-chinh-hang-p244332381.html?spid=252718626,,,,,smartphone,
287,287,Điện thoại Samsung Galaxy A04e (3GB/32GB) - Hàng chính hãng,4650000,https://tiki.vn/dien-thoai-samsung-galaxy-a04e-3gb-32gb-hang-chinh-hang-p245770363.html?spid=252718577,,,,,smartphone,
288,288,Điện thoại Samsung Galaxy A04s (4G+64G) A047F Đồng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),5980000,https://tiki.vn/dien-thoai-samsung-galaxy-a04s-4g-64g-a047f-dong-p198732327.html?spid=204320076,,,,,smartphone,
289,289,Điện Thoại Samsung Galaxy A34 5G (8GB/256GB) - Hàng Chính Hãng,18980000,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-256gb-hang-chinh-hang-p262516231.html?spid=262516233,,,,,smartphone,
290,290,Điện thoại Samsung Galaxy S23 Plus 8GB/512GB Xanh lục - Hàng chính hãng,56000000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-8gb-512gb-xanh-luc-hang-chinh-hang-p225260921.html?spid=225961874,,,,,smartphone,
291,291,Điện thoại Samsung A33 5G 6GB/128GB Xanh - Hàng Chính Hãng,13600000,https://tiki.vn/dien-thoai-samsung-a33-5g-6gb-128gb-xanh-hang-chinh-hang-p188833794.html?spid=196284352,,,,,smartphone,
292,292,Điện thoại Samsung Galaxy Z Flip4 5G (8 GB/128 GB) - Hàng chính hãng,40500000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip4-5g-8-gb-128-gb-hang-chinh-hang-p196200121.html?spid=208497473,,,,,smartphone,
293,293,Điện thoại di động Samsung A24 (6G/128G) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,11616000,https://tiki.vn/dien-thoai-di-dong-samsung-a24-6g-128g-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p263060294.html?spid=270541831,,,,,smartphone,
294,294,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,11616000,https://tiki.vn/dien-thoai-samsung-galaxy-a24-6gb-128gb-hang-chinh-hang-p261962220.html?spid=261962223,,,,,smartphone,
295,295,Điện thoại Samsung Galaxy A33 A336E 5G Xanh - Hàng Chính Hãng,14000000,https://tiki.vn/dien-thoai-samsung-galaxy-a33-a336e-5g-xanh-hang-chinh-hang-p191689713.html?spid=196284856,,,,,smartphone,
296,296,Điện thoại Samsung Galaxy A04s (4G+64G) A047F Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),5980000,https://tiki.vn/dien-thoai-samsung-galaxy-a04s-4g-64g-a047f-xanh-p198732321.html?spid=204320034,,,,,smartphone,
297,297,Điện Thoại Samsung Galaxy Z Flip 4 (8GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,45102000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip-4-8gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p196282354.html?spid=216983563,,,,,smartphone,
298,298,Điện thoại Samsung Galaxy A04 3/32GB - Hàng chính hãng,4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3-32gb-hang-chinh-hang-p208193365.html?spid=225919374,,,,,smartphone,
299,299,Điện thoại Samsung Galaxy S23 Plus 256GB - Hàng chính hãng,53980000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-256gb-hang-chinh-hang-p242657652.html?spid=242657654,,,,,smartphone,
300,300,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Đen - Hàng chính hãng,14328000,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-den-hang-chinh-hang-p249169833.html?spid=262512883,,,,,smartphone,
301,301,Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng Chính Hãng,16980000,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-hang-chinh-hang-p248005118.html?spid=248005120,,,,,smartphone,
302,302,Điện thoại Samsung A33 5G 6GB/128GB Cam - Hàng Chính Hãng,13600000,https://tiki.vn/dien-thoai-samsung-a33-5g-6gb-128gb-cam-hang-chinh-hang-p188834089.html?spid=196285751,,,,,smartphone,
303,303,Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Đồng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3g-32g-sm-a045f-dong-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p207268144.html?spid=225919189,,,,,smartphone,
304,304,Điện Thoại Samsung Galaxy Z Flip4 (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,48862000,https://tiki.vn/dien-thoai-samsung-galaxy-z-flip4-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p196282517.html?spid=252537622,,,,,smartphone,
305,305,Điện thoại Samsung Galaxy S23 Ultra 256GB - Hàng chính hãng,63980000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-ultra-256gb-hang-chinh-hang-p242712374.html?spid=242712382,,-2%,,,smartphone,
306,306,Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),4800000,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3g-32g-sm-a045f-xanh-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p207268160.html?spid=225919292,,-9%,,,smartphone,
307,307,Điện thoại Samsung Galaxy S23 Plus 512GB - Hàng chính hãng,56382000,https://tiki.vn/dien-thoai-samsung-galaxy-s23-plus-512gb-hang-chinh-hang-p242658327.html?spid=252718637,,-6%,,,smartphone,
