,Unnamed: 0,title,price,link_item,discount,sales,revenue
534,39,Chất Bôi Trơn Cho Nam Durex Play Strawberry - Nhập Khẩu Thái Lan - Che Tên Sản Phẩm,270000,https://tiki.vn/chat-boi-tron-cho-nam-durex-play-strawberry-nhap-khau-thai-lan-p215414351.html?spid=215414352,,1.0,270000.0
535,0,Durex Fetherlite Ultima 12s - Bao Cao Su Mỏng Trơn - Truyền Nhiệt Nhanh - Nhập Khẩu Thái Lan,180000,https://tiki.vn/durex-fetherlite-ultima-12s-bao-cao-su-mong-tron-truyen-nhiet-nhanh-nhap-khau-thai-lan-p198256762.html?spid=271223752,,,
536,1,Bao cao su Sagami Superthin - Mỏng - Kiểu truyền thống - Hộp 10 chiếc,120000,https://tiki.vn/bao-cao-su-sagami-superthin-mong-kieu-truyen-thong-hop-10-chiec-p192129478.html?spid=192129479,,,
537,2,Bao Cao Su Hàn Quốc Power Men Superthin (H12) - Nhiều Gel Bôi Trơn - Gian Hàng Chính Hãng - Che Tên Sản Phẩm,90000,https://tiki.vn/bao-cao-su-han-quoc-power-men-superthin-h12-nhieu-gel-boi-tron-gian-hang-chinh-hang-che-ten-san-pham-p167577870.html?spid=167577871,,,
538,3,Bao cao su Sagami Miracle fit hộp 10 cái,130000,https://tiki.vn/bao-cao-su-sagami-miracle-fit-hop-10-cai-p192322229.html?spid=192322230,,,
539,5,Bao Cao Su Có Gân Gai Power Men Rocket Type (Hộp 12 Chiếc) - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,45000,https://tiki.vn/bao-cao-su-co-gan-gai-power-men-rocket-type-hop-12-chiec-hang-chinh-hang-100-che-ten-san-pham-p176162255.html?spid=176162259,,,
540,6,Combo 2 Hộp Bao Cao Su Hàn Quốc Powermen Ngọc Trai + Bao Cao Su Kéo Dài Cuộc Yêu Power Men 0.03 Invi - Che Tên Sản Phẩm,399000,https://tiki.vn/combo-2-hop-bao-cao-su-han-quoc-powermen-ngoc-trai-bao-cao-su-keo-dai-cuoc-yeu-power-men-0-03-invi-che-ten-san-pham-p76468161.html?spid=76468162,,5.0,1995000.0
541,7,Bao Cao Su Mỏng Chứa Nhiều Chất Bôi Trơn Jex Glamourous Butterfly Jell Rich (Hộp 8 Chiếc) + BCS Chống Xuất Tinh Sớm Power Men (1 Chiếc) - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,300000,https://tiki.vn/bao-cao-su-mong-chua-nhieu-chat-boi-tron-jex-glamourous-butterfly-jell-rich-hop-8-chiec-tang-bcs-chong-xuat-tinh-som-power-men-1-chiec-hang-chinh-hang-100-che-ten-san-pham-p154259045.html?spid=154259046,,,
542,8,Bao cao su CXTS Powermen hộp 3 cái - Hàng chuẩn hãng 100% - Che tên sản phẩm,40000,https://tiki.vn/bao-cao-su-cxts-powermen-hop-3-cai-hang-chuan-hang-100-che-ten-san-pham-p77131217.html?spid=77131218,,1.0,40000.0
543,10,Kem Bôi Trơn Khi Quan Hệ Của Nhật Bản Sagami 60g - Không Mùi Không Vị - Gốc Nước Dễ Rửa Sạch - Tặng Kèm Gel Jex Nhật - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,220000,https://tiki.vn/kem-boi-tron-khi-quan-he-cua-nhat-ban-sagami-60g-khong-mui-khong-vi-goc-nuoc-de-rua-sach-tang-kem-gel-jex-nhat-hang-chinh-hang-100-che-ten-san-pham-p77014770.html?spid=77014771,,91.0,20020000.0
544,11,Bao Cao Su Nhiều Chất Bôi Trơn Sagami Original 0.02 (H3) + BCS Gai Kéo Dài Thời Gian Power Men Longer Plus (H3) - 100% Hàng Chính Hãng - Che Tên Sản Phẩm,220000,https://tiki.vn/bao-cao-su-nhieu-chat-boi-tron-sagami-0-02-h3-bcs-gai-keo-dai-thoi-gian-power-men-longer-plus-h3-100-hang-chinh-hang-che-ten-san-pham-p167483696.html?spid=167483697,,2.0,440000.0
545,13,Bao Cao Su Okamoto 0.01 Zero One Large Size - Cỡ Lớn 56mm - 3s,350000,https://tiki.vn/bao-cao-su-okamoto-0-01-zero-one-large-size-co-lon-56mm-3s-p230062198.html?spid=230062199,,,
546,14,Bao cao su Sagami 001 - 5s - Siêu mỏng - Che Tên Sp,500000,https://tiki.vn/bao-cao-su-sagami-001-5s-sieu-mong-che-ten-sp-p182821732.html?spid=182821733,,2.0,1000000.0
547,15,Bao cao su Sagami 002 - Siêu mỏng - 6s - Che Tên SP,300000,https://tiki.vn/bao-cao-su-sagami-002-sieu-mong-6s-che-ten-sp-p182782242.html?spid=182782243,,,
548,16,Bao Cao Su Sagami Feel Long - Có Gai Nhỏ - 10s - Che Tên Sản Phẩm,99000,https://tiki.vn/bao-cao-su-sagami-feel-long-co-gai-nho-10s-che-ten-san-pham-p182827780.html?spid=182827781,,,
549,18,Bao cao su Sagami Green - Có gân gai - H10 - Chính Hãng - Che Tên Sp,119000,https://tiki.vn/bao-cao-su-sagami-green-co-gan-gai-h10-chinh-hang-che-ten-sp-p182805413.html?spid=182805414,,3.0,357000.0
550,19,"Bao cao su Sagami Original Siêu Mỏng 0,02 mm Hộp 12 Chiếc Nhật Bản",390000,https://tiki.vn/bao-cao-su-sagami-original-sieu-mong-0-02-mm-hop-12-chiec-nhat-ban-p103456862.html?spid=273874911,,,
551,20,"{KHAI TRƯƠNG GIÁ GỐC}Siêu phẩm bao cao su cao cấp chính hãng Powermen, siêu mỏng, siêu lâu Ocena, hộp 12 cái, kéo dài cuộc chơi, tạo đỉnh, bảo hành 12 tháng",86000,https://tiki.vn/khai-truong-gia-goc-sieu-pham-bao-cao-su-cao-cap-chinh-hang-powermen-sieu-mong-sieu-lau-ocena-hop-12-cai-keo-dai-cuoc-choi-tao-dinh-bao-hanh-12-thang-p100965205.html?spid=100965206,,,
552,21,"Bao cao su 3 trong 1 Thái Lan - ONETOUCH MIXX 3 PLUS (Gân, Hạt nổi, Kéo dài thời gian - Hộp 3 cái)",45000,https://tiki.vn/bao-cao-su-3-trong-1-thai-lan-onetouch-mixx-3-plus-gan-hat-noi-keo-dai-thoi-gian-hop-3-cai-p225205420.html?spid=225205421,,,
553,22,Bao Cao Su Okamoto Harmony 10s Gân Sọc,156000,https://tiki.vn/bao-cao-su-okamoto-harmony-10s-gan-soc-p13781202.html?spid=13781203,,4.0,624000.0
554,23,Bao Cao Su Siêu Mỏng 0.01mm Okamoto - Độ Bền Gấp 3 Lần BCS Thường - Cảm Giác Siêu Chân Thật - Xuất Xứ Nhật Bản - Hộp 2 Cái,159000,https://tiki.vn/bao-cao-su-sieu-mong-0-01mm-okamoto-pu-do-ben-gap-3-lan-bcs-thuong-cam-giac-sieu-chan-that-xuat-xu-nhat-ban-hop-2-cai-p172249372.html?spid=172249373,,,
555,24,"Bao cao su Durex Kingtex 12pcs, ôm sát va chạm chân thật. CHE TÊN SẢN PHẨM",95000,https://tiki.vn/bao-cao-su-durex-kingtex-12pcs-om-sat-va-cham-chan-that-p173536969.html?spid=271218075,,,
556,26,Bao cao su INNO delay 12`s,150000,https://tiki.vn/bao-cao-su-inno-delay-12-s-p14807853.html?spid=14807854,,3.0,450000.0
557,27,Gel bôi trơn Natural - G'exlife - Không mùi- Tuýp 100ml,172000,https://tiki.vn/gel-boi-tron-natural-g-exlife-khong-mui-tuyp-100ml-p159827332.html?spid=159827333,,4.0,688000.0
558,28,Combo 2 hộp Bao cao su Blue Siêu mỏng 0.03mm - Gai nổi - Loại 12 bao/hộp,256000,https://tiki.vn/combo-2-hop-bao-cao-su-blue-sieu-mong-0-03mm-gai-noi-loai-12-bao-hop-p184603161.html?spid=184603162,,3.0,768000.0
559,29,Bao cao su Kimono Blue Siêu mỏng 0.03mm - Gai nổi - Hộp 12 bao,148000,https://tiki.vn/bao-cao-su-kimono-blue-sieu-mong-0-03mm-gai-noi-hop-12-bao-p183570462.html?spid=183570463,,,
560,31,Combo 2 Bao Cao Su Durex Hương Sensual Strawberry - Dâu 3 Cái / Hộpx2,100000,https://tiki.vn/combo-2-bao-cao-su-durex-huong-sensual-strawberry-dau-3-cai-hopx2-p271860253.html?spid=271860254,,,
561,32,Combo 2 Bao Cao Su Durex Hương Naughty Chocolate - Socola 3 Cái / Hộpx2,100000,https://tiki.vn/combo-2-bao-cao-su-durex-huong-naughty-chocolate-socola-3-cai-hopx2-p271860214.html?spid=271860216,,,
562,33,Bao cao su Jex Menthol,195000,https://tiki.vn/bao-cao-su-jex-menthol-p11345693.html?spid=64624265,,,
563,34,0092330 DUREX Bao Cao Su Pleasuremax Hộp 3 cái,70000,https://tiki.vn/0092330-durex-bao-cao-su-pleasuremax-hop-3-cai-p249794619.html?spid=249794620,,,
564,36,Bao cao su Powermen,129000,https://tiki.vn/bao-cao-su-powermen-p11520390.html?spid=11520392,,55.0,7095000.0
565,37,Bao cao su Powermen,279000,https://tiki.vn/bao-cao-su-powermen-p16462942.html?spid=16462944,,2.0,558000.0
566,38,[12chiếc] Bao Cao Su Durex Performa 12s,190000,https://tiki.vn/12chiec-bao-cao-su-durex-performa-12s-p15250059.html?spid=271224155,,,
567,39,Bao cao su DUREX Ferforma12c TẶNG đồ chơi cho bé (mẫu ngẫu nhiên),290000,https://tiki.vn/bao-cao-su-durex-ferforma12c-tang-do-choi-cho-be-mau-ngau-nhien-p273351140.html?spid=273351141,,,
568,0,Bao cao su 3 D siêu mỏng ôm khít thiết kế 1 lần thắt- Hộp 12 nhập khẩu Nhật Bản,90000,https://tiki.vn/bao-cao-su-3-d-sieu-mong-om-khit-thiet-ke-1-lan-that-hop-12-nhap-khau-nhat-ban-p242079062.html?spid=242079063,-25%,,
569,1,Bộ 2 hộp Bao cao su Durex Invisible Extra Lubricated 10 bao,730000,https://tiki.vn/bo-2-hop-bao-cao-su-durex-invisible-extra-lubricated-10-bao-p55040242.html?spid=212980742,-5%,,
570,2,Bao cao su Powermen hộp 12 chiếc và Longer Plus 3 Chiếc,115000,https://tiki.vn/combo-bao-cao-su-powermen-hop-12-chiec-va-longer-plus-3-chiec-p8294418.html?spid=8294420,-11%,10.0,1150000.0
571,3,Bao cao su Durex Performa 3 bao,100000,https://tiki.vn/bao-cao-su-durex-performa-3-bao-p197210352.html?spid=197210353,-5%,,
572,5,Bao cao su Siêu Mỏng Sagami Love Me Gold - hộp 10 cái,70000,https://tiki.vn/bao-cao-su-sieu-mong-sagami-love-me-gold-hop-10-cai-p181473589.html?spid=181473590,-5%,,
573,6,"Combo bao cao su Powermen cá ngựa kéo dài thời gian, gai gân Hộp 12 bcs + Bao cao su Superthin siêu mỏng (12 cái) - che tên khi giao hàng",220000,https://tiki.vn/combo-bao-cao-su-powermen-ca-ngua-keo-dai-thoi-gian-gai-gan-hop-12-bcs-bao-cao-su-superthin-sieu-mong-12-cai-che-ten-khi-giao-hang-p91129910.html?spid=91129911,-5%,5.0,1100000.0
574,7,Bao cao su Okamoto Purity siêu mỏng hộp 10 chiếc,80000,https://tiki.vn/bao-cao-su-okamoto-purity-sieu-mong-hop-10-chiec-p171451501.html?spid=273675052,-30%,,
575,8,Chai xịt chống xuất tinh sớm STRONGMEN Kéo Dài Thời Gian Quan Hệ + Bao Cao Su Okamoto 3 Cái - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,399000,https://tiki.vn/chai-xit-chong-xuat-tinh-som-strongmen-keo-dai-thoi-gian-quan-he-bao-cao-su-okamoto-3-cai-hang-chinh-hang-100-che-ten-san-pham-p273602306.html?spid=273602307,,2.0,798000.0
576,10,Bao Cao Su Thân Bi Li Ti Tăng Cảm Giác Powermen Dotted 3 chiếc,15000,https://tiki.vn/bao-cao-su-than-bi-li-ti-tang-cam-giac-powermen-dotted-3-chiec-p16688986.html?spid=118859778,-38%,1.0,15000.0
577,11,Okamoto SKL Super Lubricated 10s Sáng bóng mềm mại – nhiều chất bôi trơn,88000,https://tiki.vn/okamoto-skl-super-lubricated-10s-sang-bong-mem-mai-nhieu-chat-boi-tron-p13781031.html?spid=13781032,,10.0,880000.0
578,13,"Bao Cao Su Okamoto Zero One Siêu Mỏng 0,01 Hộp 4 Chiếc Nhật Bản + Tặng 1 Hộp Bao Cao su Okamoto Skinless Skin Strawberry Hương Dâu Hộp 3 Chiếc Nhật Bản",149000,https://tiki.vn/bao-cao-su-okamoto-zero-one-sieu-mong-0-01-hop-4-chiec-nhat-ban-tang-1-hop-bao-cao-su-okamoto-skinless-skin-strawberry-huong-dau-hop-3-chiec-nhat-ban-p78551401.html?spid=154176801,-31%,17.0,2533000.0
579,14,Bao cao su Tâm Thiện Chí Gia đình mỏng trơn Hộp 3 chiếc và Máy massage đa năng dùng pin,99000,https://tiki.vn/bao-cao-su-tam-thien-chi-gia-dinh-mong-tron-ho-p-3-chiec-va-may-massage-da-nang-dung-pin-p273479521.html?spid=273479522,,,
580,15,"[Hộp 12 cái] Bao cao su Shell Triple Mix - Siêu mỏng, mát lạnh, gân gai kèm 1 chiếc BCS Gun Super Thin",210000,https://tiki.vn/hop-12-cai-bao-cao-su-shell-triple-mix-sieu-mong-mat-lanh-gan-gai-kem-1-chiec-bcs-gun-super-thin-p143617750.html?spid=143617752,,,
581,16,Bao cao su siêu trơn và ẩm ướtt Jex Glamourous Butterfly Mois12 cái,195000,https://tiki.vn/bao-cao-su-sieu-tron-va-am-uott-jex-glamourous-butterfly-mois12-cai-p14132752.html?spid=58067543,,3.0,585000.0
582,18,Bao cao su chấm bi Sagami Xtreme Type E - hộp 10 chiếc - Nhật Bản,71000,https://tiki.vn/bao-cao-su-gan-gai-sagami-xtreme-type-e-hop-10-chiec-nhat-ban-chinh-hang-p169479322.html?spid=187859675,,1.0,71000.0
583,19,XỊT STUD 100 + Bao Cao Su power men,420000,https://tiki.vn/xit-stud-100-bao-cao-su-power-men-p273589105.html?spid=273589106,,,
584,20,[Che tên sp] Bao cao su Sagami Original 0.02 - hộp 3 cái,256500,https://tiki.vn/che-ten-sp-bao-cao-su-sagami-original-0-02-hop-3-cai-p187927748.html?spid=187927749,,,
585,21,Bao Cao Su Sagami Love Me Gold - Mẫu Mới - Made In Japan - Hộp 10 Cái,71000,https://tiki.vn/bao-cao-su-sagami-love-me-gold-mau-moi-made-in-japan-hop-10-cai-p58887606.html?spid=187058537,,2.0,142000.0
586,22,1 Chiếc bao cao su sagami Original 0.02,95000,https://tiki.vn/1-chiec-bao-cao-su-sagami-original-0-02-p171573345.html?spid=187056729,,,
587,23,"Bao cao Su Sagami Original Siêu Mỏng 0,02 mm Hộp 6 Chiếc Nhật Bản",237500,https://tiki.vn/bao-cao-su-sagami-original-sieu-mong-0-02-mm-hop-6-chiec-nhat-ban-p80955573.html?spid=187318586,,1.0,237500.0
588,24,Combo 1 Hộp Bao Cao Su LifeStyles Classic 12 bao + 1 Hộp Bao Cao Su LifeStyles Mixed Berry 3 bao,128000,https://tiki.vn/combo-1-hop-bao-cao-su-lifestyles-classic-12-bao-1-hop-bao-cao-su-lifestyles-mixed-berry-3-bao-p126945312.html?spid=126945315,,37.0,4736000.0
589,26,Bao Cao Su Sagami Original 0.02 - Hộp/2 chiếc + Tặng 1 Bao Cao Su Sagami,79000,https://tiki.vn/bao-cao-su-sagami-original-0-02-hop-2-chiec-tang-1-bao-cao-su-sagami-p28451486.html?spid=186087622,,1.0,79000.0
590,27,Combo 2 hộp 12 chiếc Bao cao su Powermen,299000,https://tiki.vn/combo-2-hop-12-chiec-bao-cao-su-powermen-p10733941.html?spid=10733943,,22.0,6578000.0
591,28,Bao cao su gai Sagami White Box - Hộp 10 chiếc,34000,https://tiki.vn/bao-cao-su-gai-sagami-white-box-hop-10-chiec-p242079050.html?spid=242079055,,,
592,29,Bao cao su Powermen Cá ngựa 12 cái và 42gr Gel bôi trơn KLY,139000,https://tiki.vn/bao-cao-su-powermen-ca-ngua-12-cai-va-42gr-gel-boi-tron-kly-p5515373.html?spid=5515375,,75.0,10425000.0
593,31,Bao Cao Su Sagami Xtreme Super Thin (10 Cái / Hộp) kèm xịt cho nam giới,249000,https://tiki.vn/bao-cao-su-sagami-xtreme-super-thin-10-cai-hop-kem-xit-cho-nam-gioi-p241777602.html?spid=241777603,,1.0,249000.0
594,32,Bao Cao Su Siêu Mỏng Mát Lạnh Hương Bạc Hà Tâm Thiện Chí Ultra Thin Cool Love Hộp 10 Chiếc,75000,https://tiki.vn/bao-cao-su-sieu-mong-mat-lanh-huong-bac-ha-tam-thien-chi-ultra-thin-cool-love-hop-10-chiec-p16700505.html?spid=54370367,,27.0,2025000.0
595,33,Bao cao su Power Men Size 49mm Kéo Dài Thời Gian Quan Hệ Tighter Longer Ultrathin (H12) - Gian Hàng Chính Hãng - Che Tên Sản Phẩm,119000,https://tiki.vn/bao-cao-su-power-men-size-49mm-keo-dai-thoi-gian-quan-he-tighter-longer-ultrathin-h12-gian-hang-chinh-hang-che-ten-san-pham-p167449291.html?spid=167449292,,2.0,238000.0
596,34,Gel bôi trơn Jex,266666,https://tiki.vn/gel-boi-tron-jex-p10685719.html?spid=76780896,,3.0,799998.0
597,36,Bao Cao Su Okamoto Dot De Cool - Hương Bạc Hà The Mát - Gai Nhỏ Li Ti - 10s,219000,https://tiki.vn/bao-cao-su-okamoto-dot-de-cool-huong-bac-ha-the-mat-gai-nho-li-ti-10s-p203737404.html?spid=203737405,,,
598,37,Bcs Mỏng Của Nhật Bản - Có Gel Bôi Trơn Tạo Ấm - Jex Glamourous Hot Type H12,330000,https://tiki.vn/bcs-mong-cua-nhat-ban-co-gel-boi-tron-tao-am-jex-glamourous-hot-type-h12-p195430179.html?spid=195430180,,,
599,38,Bao Cao Su Siêu Mỏng Ôm Khít Jex Glamourous Butterfly Real Perfect Fit - 8s,350000,https://tiki.vn/bao-cao-su-sieu-mong-om-khit-jex-glamourous-butterfly-real-perfect-fit-8s-p230003768.html?spid=230003771,,,
600,39,Bao Cao Su Sagami Tight Fit - Thiết Kế Lượn Sóng - 12s - Che Tên Sản Phẩm,150000,https://tiki.vn/bao-cao-su-sagami-tight-fit-thiet-ke-luon-song-12s-che-ten-san-pham-p182821892.html?spid=182821893,,1.0,150000.0
601,0,BCS Gai Okamoto Hương Bạc Hà Mát Lạnh (Hộp 10 Chiếc) - Gia Tăng Khoái Cảm - Che Tên Sản Phẩm,219000,https://tiki.vn/bcs-gai-okamoto-huong-bac-ha-mat-lanh-hop-10-chiec-gia-tang-khoai-cam-che-ten-san-pham-p76797019.html?spid=76797020,-7%,3.0,657000.0
602,1,Kem Bôi Trơn Tăng Cường Sinh Lý Nam Pjur Man Xtend 50ml - Đức Kèm Bcs Gai Sagami 3s,1350000,https://tiki.vn/kem-boi-tron-tang-cuong-sinh-ly-nam-pjur-man-xtend-50ml-duc-kem-bcs-gai-sagami-3s-p273284577.html?spid=273284578,-21%,,
603,2,Gel Bôi Trơn Gốc Nước - Tạo Ấm - Của Nhật - Jex Luve Jelly Hot - Chính Hãng,280000,https://tiki.vn/gel-boi-tron-goc-nuoc-tao-am-cua-nhat-jex-luve-jelly-hot-chinh-hang-p195244253.html?spid=195244254,,,
604,3,Bao Cao Su Mỏng Trơn Không Mùi Sagami Love Me Orange (Hộp 10 Chiếc) - Tặng Bcs Jex Glamourous Butterfly (1 Chiếc) - Hàng Chính Hãng 100% - Che Tên Sản Phẩm - SHOP ADAM,100000,https://tiki.vn/bao-cao-su-mong-tron-khong-mui-sagami-love-me-orange-hop-10-chiec-tang-bcs-jex-glamourous-butterfly-1-chiec-hang-chinh-hang-100-che-ten-san-pham-shop-adam-p120493629.html?spid=120493630,,1.0,100000.0
605,5,Gel Bôi Trơn Tạo Ấm Không Mùi Jex Luve Jelly Hot 55g Nhật Bản + Bcs Power Men 1 Chiếc - Hàng Chính Hãng 100% - Không Ghi Tên Sản Phẩm - SHOP ADAM,268000,https://tiki.vn/gel-boi-tron-tao-am-khong-mui-jex-luve-jelly-hot-55g-nhat-ban-bcs-power-men-1-chiec-hang-chinh-hang-100-khong-ghi-ten-san-pham-shop-adam-p115462757.html?spid=115462758,,2.0,536000.0
606,6,Combo 2 Hộp Bao Cao Su Mỏng Trơn Durex Fetherlite Ultima (H12) Và Sagami Xtreme Super Thin (H10) - Tặng Gel Gói Jex - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,400000,https://tiki.vn/combo-2-hop-bao-cao-su-mong-tron-durex-fetherlite-ultima-hop-12-chiec-va-sagami-xtreme-super-thin-hop-10-chiec-tang-gel-goi-jex-hang-chinh-hang-100-che-ten-san-pham-p152816160.html?spid=152816161,,2.0,800000.0
607,7,Bao Cao Su Tăng Thời Gian Quan Hệ Power Men Hộp 3 Cái - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,45000,https://tiki.vn/bao-cao-su-tang-thoi-gian-quan-he-power-men-hop-3-cai-hang-chinh-hang-100-che-ten-san-pham-p76657560.html?spid=76657561,,1.0,45000.0
608,8,Combo 2 Hộp Bao Cao Su Cao Cấp Power Men 0.03 Invi Kéo Dài Thời Gian (H12) + Bcs Siêu Mỏng Power Men 0.03 Invi Hương Bạc Hà (H12) - Tặng Kèm Gel Nhật - Che Tên Sản Phẩm,580000,https://tiki.vn/combo-2-hop-bao-cao-su-cao-cap-power-men-0-03-invi-keo-dai-thoi-gian-h12-bcs-sieu-mong-power-men-0-03-invi-huong-bac-ha-h12-tang-kem-gel-nhat-che-ten-san-pham-p76467879.html?spid=76467880,,1.0,580000.0
609,10,Gel Bôi Trơn Kéo Dài Thời Gian Quan Hệ Cho Nam Giới Lâu Ra Lido Lotion Premium Nhật Bản + Bcs Power Men Hộp 3 Chiếc - Hàng Chính Hãng 100% - Che Tên Sản Phẩm,725000,https://tiki.vn/gel-boi-tron-keo-dai-thoi-gian-quan-he-cho-nam-gioi-lau-ra-lido-lotion-premium-nhat-ban-bcs-power-men-hop-3-chiec-hang-chinh-hang-100-che-ten-san-pham-p78968798.html?spid=78968799,,39.0,28275000.0
610,11,BCS mỏng Powermen Superthin hộp 3 chiếc - Hàng chính hãng 100% - Che tên sản phẩm,45000,https://tiki.vn/bcs-mong-powermen-superthin-hop-3-chiec-hang-chinh-hang-100-che-ten-san-pham-p77129543.html?spid=77129544,,1.0,45000.0
611,13,Bao Cao Su Nhiều Chất Bôi Trơn Siêu Mỏng Sagami Original 0.02 - 3s,200000,https://tiki.vn/bao-cao-su-nhieu-chat-boi-tron-sieu-mong-sagami-original-0-02-3s-p215398425.html?spid=215398426,,,
612,14,Bao cao su Sagami 002 - Siêu mỏng - Non Latex - Hộp 2 chiếc,110000,https://tiki.vn/bao-cao-su-sagami-002-sieu-mong-non-latex-hop-2-chiec-p192324319.html?spid=192324320,,,
613,15,Bao Cao Su Siêu Mỏng Cao Cấp Truyền Nhiệt Nhanh Power Men 0.03 Invi - 12s - Che Tên Sản Phẩm,300000,https://tiki.vn/bao-cao-su-chong-xuat-tinh-som-sieu-mong-power-men-0-03-invi-12s-p217521695.html?spid=217521696,,,
614,16,"Combo Bcs chống xts Durex Performa - 3s + Gel Sagami Original""",300000,https://tiki.vn/combo-bcs-chong-xts-durex-performa-3s-gel-sagami-original-p252928678.html?spid=252928679,,,
615,18,Bao Cao Su Gân Gai Kéo Dài Thời Gian Powermen Longer Plus Type - Che Tên Sản Phẩm,150000,https://tiki.vn/bao-cao-su-gan-gai-keo-dai-thoi-gian-powermen-longer-plus-type-che-ten-san-pham-p252683347.html?spid=252683348,,,
616,19,Bao Cao Su Kingtex Chính Hãng - Size Nhỏ 49mm - Ôm Khít - Nhập Khẩu Thái Lan - Che Tên Sản Phẩm,110000,https://tiki.vn/bao-cao-su-kingtex-chinh-hang-size-nho-49mm-om-khit-nhap-khau-thai-lan-che-ten-san-pham-p199912898.html?spid=212980755,,,
617,20,Chất Bôi Trơn Sagami Original - Gốc Nước - Không Màu - Không Mùi - Nhập Khẩu Nhật Bản,250000,https://tiki.vn/chat-boi-tron-sagami-original-goc-nuoc-khong-mau-khong-mui-nhap-khau-nhat-ban-p214775460.html?spid=214775461,,,
618,21,Bộ Sản Phẩm Durex Invisible Lub (10 Bao) + Durex Invisible (3 Bao) - Tặng Áo Mưa Mùa Mây Mưa,285000,https://tiki.vn/bo-san-pham-durex-invisible-lub-10-bao-durex-invisible-3-bao-tang-ao-mua-mua-may-mua-p58621714.html?spid=58621716,,155.0,44175000.0
619,22,"Bao cao su Sagami Siêu mỏng nhất thế giới Xtreme Super Thin, 10 cái",99000,https://tiki.vn/bao-cao-su-sagami-sieu-mong-nhat-the-gioi-xtreme-super-thin-10-cai-p181473442.html?spid=181473444,,,
620,23,Bao Cao Su Onetouch Kéo Dài Thời Gian (Hàng Chính Hãng),45000,https://tiki.vn/bao-cao-su-onetouch-keo-dai-thoi-gian-hang-chinh-hang-p214090291.html?spid=214090292,,,
621,24,"{KHAI TRƯƠNG GIÁ GỐC}Siêu phẩm bao cao su cao cấp chính hãng Powermen Longshock, siêu gân, siêu gai, siêu lâu, hộp 12 cái, kéo dài cuộc chơi, tạo đỉnh",82000,https://tiki.vn/khai-truong-gia-goc-sieu-pham-bao-cao-su-cao-cap-chinh-hang-powermen-longshock-sieu-gan-sieu-gai-sieu-lau-hop-12-cai-keo-dai-cuoc-choi-tao-dinh-p99246468.html?spid=99246469,,,
622,26,BAO CAO SU MASCULAN PUR LOẠI SIÊU SIÊU MỎNG NHẬP KHẨU TỪ ĐỨC (HỘP 3 CHIẾC),64000,https://tiki.vn/bao-cao-su-masculan-pur-loai-sieu-sieu-mong-nhap-khau-tu-duc-hop-3-chiec-p43343916.html?spid=43343917,,10.0,640000.0
623,27,Bao Cao Su Okamoto Skinless Skin Strawberry Hương Dâu 3s,46000,https://tiki.vn/bao-cao-su-okamoto-skinless-skin-strawberry-huong-dau-3s-p13779358.html?spid=13779359,,5.0,230000.0
624,28,Bao Cao Su Okamoto Skinless Skin Purity 10s Tinh Khiết,92000,https://tiki.vn/bao-cao-su-okamoto-skinless-skin-purity-10s-tinh-khiet-p13672481.html?spid=13672482,,2.0,184000.0
625,29,Gel Bôi Trơn VK-PRO 30 gram - gốc nước không gây tác dụng phụ,75000,https://tiki.vn/gel-boi-tron-vk-pro-30-gram-goc-nuoc-khong-gay-tac-dung-phu-p272405331.html?spid=272405332,,,
626,31,Bao cao su Powermen Longer Plus hộp 12 chiếc + Siêu mỏng kéo dài 12 chiếc,155000,https://tiki.vn/bao-cao-su-powermen-longer-plus-hop-12-chiec-sieu-mong-keo-dai-12-chiec-p53612017.html?spid=53612018,,5.0,775000.0
627,32,"[Hộp 10 cái] Bao cao su Shell Tropical Prolong kéo dài thời gian, hương hoa quả nhiệt đới",280000,https://tiki.vn/hop-10-cai-bao-cao-su-shell-tropical-prolong-huong-hoa-qua-nhiet-doi-p272414568.html?spid=272414570,,,
628,33,Combo 2 hộp Bao cao su Kimono Gold Siêu mỏng 0.02mm - Bôi trơn gốc nước - Loại 12 bao/hộp,289000,https://tiki.vn/combo-2-hop-bao-cao-su-kimono-gold-sieu-mong-0-02mm-boi-tron-goc-nuoc-loai-12-bao-hop-p184602965.html?spid=184602966,,14.0,4046000.0
629,34,Combo 3 hộp Bao cao su Blue Siêu mỏng 0.03mm - Gai nổi - Loại 3 bao/hộp,144000,https://tiki.vn/combo-3-hop-bao-cao-su-blue-sieu-mong-0-03mm-gai-noi-loai-3-bao-hop-p184284227.html?spid=184284228,,1.0,144000.0
630,36,Bao cao su Durex Performa - Kéo dài thời gian kèm 1 chiếc BCS Gun Super Thin,270000,https://tiki.vn/hop-12-cai-bao-cao-su-durex-performa-keo-dai-thoi-gian-kem-1-chiec-bao-cao-su-gun-super-thin-p141008033.html?spid=141008035,,3.0,810000.0
